user_id,persona,trend_affinity,age_group,gender_identity,income_bracket,dietary_restriction
U01806,casual,plant-based,18-24,Non-binary,Low,Vegan
U01807,premium,protein,18-24,Woman,Medium,None
U01808,fitness,gut-health,25-34,Man,High,Vegan
U01809,budget,low-sugar,18-24,Man,Medium,Halal
U01810,fitness,low-sugar,18-24,Non-binary,Medium,Halal
U01811,casual,protein,55+,Man,Medium,None
U01812,fitness,gut-health,25-34,Woman,Medium,None
U01813,fitness,gut-health,18-24,Man,Low,Pescatarian
U01814,casual,plant-based,18-24,Woman,Medium,None
U01815,casual,gut-health,18-24,Man,Low,Kosher
U01816,casual,gut-health,25-34,Prefer not to say,High,None
U01817,fitness,plant-based,45-54,Woman,Medium,Vegan
U01818,casual,plant-based,25-34,Man,Medium,Vegetarian
U01819,fitness,protein,35-44,Woman,Medium,None
U01820,casual,low-sugar,45-54,Woman,Medium,None
U01821,premium,plant-based,18-24,Woman,Medium,Kosher
U01822,casual,clean-label,55+,Woman,Medium,None
U01823,casual,gut-health,25-34,Woman,Low,None
U01824,fitness,clean-label,18-24,Man,Medium,None
U01825,budget,protein,35-44,Woman,Medium,Halal
U01826,budget,low-sugar,25-34,Woman,Medium,Halal
U01827,budget,gut-health,35-44,Man,High,Kosher
U01828,budget,protein,25-34,Woman,Medium,Halal
U01829,fitness,gut-health,18-24,Woman,Medium,None
U01830,fitness,gut-health,25-34,Man,Low,Jain
U01831,fitness,protein,18-24,Man,Medium,Vegan
U01832,casual,low-sugar,25-34,Man,Medium,Vegetarian
U01833,budget,clean-label,25-34,Woman,Medium,None
U01834,premium,plant-based,18-24,Woman,Medium,Vegetarian
U01835,premium,protein,55+,Man,Low,None
U01836,casual,plant-based,18-24,Woman,High,None
U01837,premium,gut-health,35-44,Man,Medium,Vegan
U01838,premium,gut-health,35-44,Man,High,None
U01839,casual,gut-health,18-24,Prefer not to say,Medium,None
U01840,budget,protein,45-54,Man,Medium,None
U01841,fitness,clean-label,25-34,Prefer not to say,Medium,None
U01842,casual,low-sugar,25-34,Man,Low,Vegan
U01843,premium,protein,18-24,Woman,Low,Pescatarian
U01844,premium,low-sugar,35-44,Woman,Low,None
U01845,budget,protein,25-34,Man,Medium,None
U01846,budget,gut-health,25-34,Man,Low,None
U01847,casual,protein,18-24,Man,Medium,Vegan
U01848,fitness,protein,18-24,Woman,Medium,Vegan
U01849,fitness,low-sugar,35-44,Woman,Medium,Vegetarian
U01850,fitness,gut-health,35-44,Woman,Medium,Jain
U01851,casual,low-sugar,18-24,Woman,Medium,None
U01852,fitness,gut-health,55+,Woman,High,None
U01853,budget,protein,55+,Woman,Medium,Pescatarian
U01854,premium,plant-based,18-24,Prefer not to say,High,None
U01855,premium,low-sugar,35-44,Man,Medium,None
U01856,budget,low-sugar,35-44,Man,Medium,Kosher
U01857,premium,gut-health,35-44,Man,Medium,Halal
U01858,budget,low-sugar,45-54,Woman,Medium,None
U01859,casual,low-sugar,18-24,Non-binary,Medium,Vegetarian
U01860,budget,low-sugar,18-24,Man,Medium,None
U01861,fitness,low-sugar,35-44,Woman,Medium,None
U01862,premium,clean-label,35-44,Non-binary,Medium,Pescatarian
U01863,premium,clean-label,25-34,Man,Low,Vegetarian
U01864,budget,plant-based,25-34,Man,High,None
U01865,premium,plant-based,35-44,Woman,Low,None
U01866,premium,clean-label,18-24,Non-binary,Medium,Pescatarian
U01867,budget,protein,25-34,Man,Low,None
U01868,fitness,gut-health,18-24,Man,Medium,Halal
U01869,casual,low-sugar,18-24,Prefer not to say,Medium,Pescatarian
U01870,casual,gut-health,45-54,Woman,Medium,Jain
U01871,casual,protein,25-34,Woman,Medium,None
U01872,casual,gut-health,25-34,Woman,Medium,Vegetarian
U01873,fitness,clean-label,35-44,Man,Medium,None
U01874,fitness,low-sugar,35-44,Man,Medium,None
U01875,casual,low-sugar,18-24,Woman,Medium,None
U01876,fitness,clean-label,25-34,Man,Medium,Pescatarian
U01877,premium,gut-health,18-24,Man,Medium,None
U01878,premium,protein,25-34,Man,Medium,None
U01879,budget,plant-based,55+,Woman,Medium,Vegetarian
U01880,fitness,protein,35-44,Man,High,Vegetarian
U01881,casual,clean-label,25-34,Man,Medium,Jain
U01882,fitness,low-sugar,35-44,Non-binary,High,None
U01883,fitness,protein,25-34,Man,Medium,None
U01884,budget,gut-health,25-34,Man,Low,None
U01885,budget,plant-based,25-34,Man,Medium,None
U01886,fitness,clean-label,25-34,Man,Medium,Vegetarian
U01887,casual,plant-based,35-44,Woman,Medium,None
U01888,casual,clean-label,18-24,Woman,High,Vegan
U01889,premium,protein,18-24,Man,High,Halal
U01890,,gut-health,45-54,Non-binary,Low,Halal
U01891,premium,plant-based,45-54,Man,High,None
U01892,casual,plant-based,25-34,Man,Medium,None
U01893,premium,low-sugar,25-34,Woman,High,Jain
U01894,,gut-health,25-34,Non-binary,High,None
U01895,budget,low-sugar,25-34,Man,High,Jain
U01896,fitness,plant-based,25-34,Man,High,None
U01897,premium,plant-based,35-44,Woman,High,None
U01898,budget,low-sugar,18-24,Woman,Low,Vegetarian
U01899,casual,clean-label,18-24,Woman,High,None
U01900,premium,low-sugar,35-44,Woman,Low,None
U01901,fitness,gut-health,18-24,Man,Medium,None
U01902,budget,gut-health,25-34,Woman,Low,Vegan
U01903,fitness,protein,55+,Woman,Low,None
U01904,casual,protein,45-54,Man,Low,None
U01905,fitness,low-sugar,18-24,Man,Medium,None
U01906,fitness,gut-health,18-24,Woman,Medium,Vegan
U01907,fitness,gut-health,35-44,Woman,Low,None
U01908,fitness,gut-health,18-24,Man,High,None
U01909,casual,protein,25-34,Woman,Low,None
U01910,casual,clean-label,18-24,Woman,Medium,Kosher
U01911,fitness,clean-label,25-34,Man,High,Pescatarian
U01912,fitness,gut-health,25-34,Man,High,None
U01913,budget,low-sugar,55+,Woman,Low,None
U01914,fitness,clean-label,25-34,Man,Low,None
U01915,fitness,plant-based,25-34,Woman,High,None
U01916,fitness,plant-based,35-44,Woman,Medium,None
U01917,fitness,gut-health,25-34,Man,Medium,Halal
U01918,casual,plant-based,18-24,Prefer not to say,Low,None
U01919,budget,gut-health,35-44,Woman,High,Halal
U01920,fitness,gut-health,18-24,Man,Medium,None
U01921,budget,protein,18-24,Man,High,None
U01922,casual,protein,45-54,Woman,Low,Jain
U01923,premium,protein,35-44,Man,Medium,None
U01924,fitness,plant-based,25-34,Woman,High,Pescatarian
U01925,budget,clean-label,35-44,Woman,Low,None
U01926,budget,plant-based,55+,Man,Medium,Kosher
U01927,budget,clean-label,18-24,Woman,Medium,Kosher
U01928,budget,plant-based,25-34,Man,Medium,Vegan
U01929,fitness,plant-based,25-34,Man,Low,Vegetarian
U01930,,plant-based,25-34,Man,Medium,None
U01931,budget,clean-label,18-24,Woman,Medium,None
U01932,budget,plant-based,25-34,Woman,Low,Pescatarian
U01933,fitness,plant-based,45-54,Man,Medium,None
U01934,fitness,gut-health,25-34,Man,Medium,None
U01935,premium,clean-label,25-34,Woman,Low,None
U01936,fitness,low-sugar,18-24,Woman,Medium,None
U01937,budget,plant-based,35-44,Man,Low,Vegetarian
U01938,casual,low-sugar,45-54,Man,Medium,None
U01939,fitness,gut-health,35-44,Non-binary,Medium,Kosher
U01940,fitness,plant-based,18-24,Man,Low,None
U01941,casual,low-sugar,25-34,Woman,Low,None
U01942,casual,low-sugar,25-34,Non-binary,Medium,Vegetarian
U01943,premium,plant-based,25-34,Man,Medium,None
U01944,budget,protein,18-24,Man,High,Jain
U01945,casual,protein,18-24,Man,Low,Vegan
U01946,casual,gut-health,18-24,Man,Medium,None
U01947,fitness,plant-based,25-34,Woman,Medium,None
U01948,fitness,clean-label,18-24,Non-binary,High,None
U01949,budget,protein,35-44,Man,Low,Halal
U01950,premium,clean-label,25-34,Man,Medium,Halal
U01951,budget,clean-label,25-34,Man,Medium,None
U01952,casual,gut-health,25-34,Non-binary,High,None
U01953,casual,clean-label,18-24,Woman,Low,None
U01954,budget,plant-based,35-44,Man,Low,None
U01955,,low-sugar,35-44,Non-binary,High,Pescatarian
U01956,budget,clean-label,45-54,Woman,Low,None
U01957,premium,low-sugar,35-44,Woman,Low,None
U01958,fitness,plant-based,25-34,Woman,Medium,None
U01959,budget,low-sugar,45-54,Prefer not to say,High,Vegan
U01960,budget,gut-health,18-24,Woman,High,Jain
U01961,casual,protein,25-34,Non-binary,Medium,Vegan
U01962,fitness,clean-label,45-54,Man,High,Pescatarian
U01963,casual,protein,35-44,Woman,Medium,None
U01964,casual,protein,18-24,Man,Medium,Vegetarian
U01965,budget,clean-label,25-34,Man,Medium,Vegetarian
U01966,premium,gut-health,55+,Woman,Medium,Vegan
U01967,fitness,clean-label,25-34,Woman,Medium,None
U01968,premium,protein,25-34,Woman,Medium,None
U01969,fitness,gut-health,35-44,Woman,Medium,Jain
U01970,fitness,plant-based,25-34,Man,Medium,Kosher
U01971,casual,protein,18-24,Woman,Medium,None
U01972,budget,protein,55+,Man,High,Pescatarian
U01973,casual,gut-health,35-44,Woman,Medium,Vegan
U01974,premium,gut-health,25-34,Woman,Medium,None
U01975,premium,protein,35-44,Man,High,Vegetarian
U01976,casual,clean-label,25-34,Man,Medium,None
U01977,premium,protein,35-44,Man,High,Vegetarian
U01978,fitness,plant-based,35-44,Woman,High,Vegan
U01979,casual,gut-health,18-24,Man,Low,None
U01980,budget,plant-based,45-54,Man,Low,Kosher
U01981,casual,low-sugar,45-54,Woman,Low,Vegetarian
U01982,casual,protein,18-24,Man,Medium,Vegetarian
U01983,budget,protein,25-34,Man,High,Vegetarian
U01984,casual,clean-label,35-44,Non-binary,Low,None
U01985,casual,plant-based,25-34,Man,Low,Jain
U01986,casual,clean-label,35-44,Man,Medium,None
U01987,premium,clean-label,45-54,Man,Medium,None
U01988,premium,protein,45-54,Woman,Low,None
U01989,premium,low-sugar,25-34,Woman,High,None
U01990,premium,plant-based,18-24,Man,Medium,None
U01991,budget,plant-based,35-44,Man,Medium,Jain
U01992,premium,plant-based,18-24,Man,Medium,None
U01993,casual,plant-based,25-34,Woman,Medium,Jain
U01994,fitness,gut-health,25-34,Man,High,None
U01995,,protein,18-24,Man,Medium,Halal
U01996,casual,clean-label,35-44,Man,Low,Kosher
U01997,fitness,gut-health,35-44,Man,Medium,Vegetarian
U01998,premium,gut-health,55+,Man,Low,None
U01999,fitness,gut-health,18-24,Woman,Medium,Vegan
U02000,budget,gut-health,18-24,Prefer not to say,Medium,None
U02001,fitness,gut-health,55+,Man,Medium,None
U02002,casual,low-sugar,18-24,Woman,Low,None
U02003,premium,gut-health,45-54,Man,Low,None
U02004,premium,gut-health,35-44,Woman,Low,None
U02005,premium,clean-label,45-54,Woman,Low,None
U02006,fitness,clean-label,55+,Woman,Medium,Vegan
U02007,fitness,gut-health,25-34,Man,Medium,Vegetarian
U02008,casual,gut-health,25-34,Woman,High,None
U02009,casual,clean-label,25-34,Woman,Medium,Pescatarian
U02010,,clean-label,25-34,Man,Medium,Halal
U02011,fitness,gut-health,25-34,Woman,Medium,Vegan
U02012,premium,gut-health,25-34,Man,Low,Kosher
U02013,budget,protein,25-34,Woman,Low,Pescatarian
U02014,budget,clean-label,25-34,Man,Medium,None
U02015,budget,clean-label,45-54,Man,Medium,None
U02016,budget,gut-health,35-44,Man,Low,None
U02017,casual,plant-based,25-34,Man,Low,Halal
U02018,fitness,gut-health,25-34,Man,Medium,None
U02019,premium,protein,35-44,Man,Medium,None
U02020,budget,clean-label,25-34,Man,High,Vegetarian
U02021,casual,protein,45-54,Woman,Medium,None
U02022,budget,clean-label,25-34,Man,Medium,Jain
U02023,fitness,plant-based,55+,Man,Medium,None
U02024,budget,gut-health,35-44,Man,High,None
U02025,budget,protein,35-44,Woman,High,Vegan
U02026,budget,gut-health,45-54,Man,Medium,None
U02027,casual,clean-label,45-54,Woman,High,None
U02028,premium,low-sugar,25-34,Man,Low,None
U02029,casual,plant-based,45-54,Man,Medium,None
U02030,premium,plant-based,18-24,Man,High,Vegan
U02031,fitness,plant-based,25-34,Man,Medium,Vegetarian
U02032,budget,low-sugar,55+,Man,Medium,None
U02033,fitness,low-sugar,18-24,Woman,Medium,Jain
U02034,budget,clean-label,25-34,Man,Medium,Vegetarian
U02035,casual,low-sugar,35-44,Non-binary,Low,Pescatarian
U02036,premium,protein,18-24,Man,Medium,Pescatarian
U02037,fitness,protein,35-44,Man,Low,None
U02038,casual,gut-health,18-24,Man,Medium,None
U02039,premium,plant-based,18-24,Woman,High,None
U02040,budget,low-sugar,18-24,Woman,Medium,None
U02041,budget,protein,25-34,Woman,Low,Vegan
U02042,budget,protein,25-34,Man,Medium,Vegetarian
U02043,casual,low-sugar,18-24,Woman,Low,None
U02044,budget,clean-label,25-34,Man,Medium,Vegetarian
U02045,fitness,gut-health,18-24,Man,Low,Vegetarian
U02046,premium,gut-health,18-24,Woman,Medium,None
U02047,budget,gut-health,25-34,Non-binary,Low,None
U02048,,protein,45-54,Woman,Medium,Vegan
U02049,casual,protein,18-24,Woman,Medium,Kosher
U02050,fitness,protein,35-44,Man,High,None
U02051,casual,protein,25-34,Woman,Medium,Pescatarian
U02052,casual,low-sugar,45-54,Woman,Low,None
U02053,casual,low-sugar,45-54,Woman,Medium,None
U02054,premium,gut-health,25-34,Woman,Medium,None
U02055,fitness,protein,25-34,Woman,Medium,Vegetarian
U02056,premium,gut-health,45-54,Woman,Medium,None
U02057,premium,low-sugar,18-24,Man,Medium,None
U02058,fitness,low-sugar,25-34,Man,High,None
U02059,,low-sugar,25-34,Non-binary,Medium,None
U02060,casual,low-sugar,25-34,Woman,Medium,None
U02061,casual,gut-health,35-44,Prefer not to say,Medium,None
U02062,premium,gut-health,55+,Man,Low,Vegan
U02063,,gut-health,25-34,Man,Medium,None
U02064,casual,protein,35-44,Woman,High,Jain
U02065,premium,clean-label,35-44,Man,High,Vegan
U02066,casual,low-sugar,25-34,Man,High,Pescatarian
U02067,casual,clean-label,35-44,Woman,Medium,Vegetarian
U02068,budget,plant-based,25-34,Man,High,None
U02069,budget,plant-based,18-24,Woman,High,None
U02070,premium,gut-health,18-24,Man,Medium,None
U02071,casual,plant-based,18-24,Woman,Medium,None
U02072,budget,gut-health,25-34,Non-binary,Medium,Vegetarian
U02073,budget,gut-health,25-34,Woman,Medium,None
U02074,budget,low-sugar,35-44,Man,High,Vegan
U02075,casual,clean-label,55+,Man,Medium,Kosher
U02076,fitness,clean-label,45-54,Man,High,Kosher
U02077,fitness,clean-label,25-34,Man,High,None
U02078,budget,clean-label,35-44,Woman,Low,None
U02079,budget,plant-based,25-34,Woman,Medium,None
U02080,budget,protein,35-44,Woman,Medium,Kosher
U02081,budget,clean-label,45-54,Man,Low,Pescatarian
U02082,fitness,gut-health,35-44,Woman,High,None
U02083,budget,low-sugar,35-44,Man,Medium,None
U02084,fitness,protein,25-34,Man,Low,Vegetarian
U02085,fitness,plant-based,18-24,Woman,Medium,Jain
U02086,premium,protein,35-44,Woman,Medium,Vegetarian
U02087,fitness,plant-based,35-44,Woman,Low,Halal
U02088,fitness,clean-label,25-34,Man,Low,None
U02089,premium,protein,45-54,Man,High,None
U02090,casual,gut-health,45-54,Woman,Low,Vegetarian
U02091,budget,clean-label,25-34,Man,Low,None
U02092,fitness,gut-health,18-24,Non-binary,Medium,Halal
U02093,fitness,clean-label,35-44,Woman,Low,None
U02094,casual,protein,35-44,Woman,Low,None
U02095,fitness,clean-label,25-34,Man,Medium,Vegan
U02096,budget,low-sugar,35-44,Woman,Low,Halal
U02097,fitness,protein,35-44,Woman,Low,Pescatarian
U02098,budget,protein,25-34,Non-binary,Medium,None
U02099,premium,protein,25-34,Woman,Low,None
U02100,,plant-based,18-24,Man,Medium,Vegetarian
U02101,fitness,protein,18-24,Woman,Medium,Vegetarian
U02102,casual,low-sugar,35-44,Woman,Medium,Kosher
U02103,casual,protein,25-34,Woman,High,None
U02104,budget,protein,25-34,Man,Low,Vegetarian
U02105,fitness,protein,18-24,Non-binary,Medium,None
U02106,casual,plant-based,55+,Woman,High,None
U02107,,low-sugar,35-44,Man,Low,Vegan
U02108,budget,clean-label,35-44,Man,Medium,None
U02109,premium,protein,25-34,Woman,Medium,None
U02110,premium,low-sugar,25-34,Man,Low,None
U02111,casual,clean-label,18-24,Man,Medium,Vegan
U02112,premium,protein,18-24,Man,Low,Vegetarian
U02113,premium,plant-based,18-24,Man,Medium,Kosher
U02114,fitness,gut-health,18-24,Woman,Medium,None
U02115,,plant-based,55+,Woman,Medium,None
U02116,budget,protein,18-24,Woman,High,Pescatarian
U02117,budget,low-sugar,18-24,Woman,High,None
U02118,budget,clean-label,25-34,Man,High,Kosher
U02119,fitness,low-sugar,18-24,Woman,Low,None
U02120,,protein,25-34,Woman,Low,None
U02121,budget,plant-based,35-44,Woman,High,None
U02122,premium,protein,18-24,Woman,Medium,Vegan
U02123,budget,clean-label,45-54,Man,Medium,Kosher
U02124,casual,low-sugar,45-54,Man,Low,None
U02125,fitness,low-sugar,55+,Non-binary,Medium,None
U02126,budget,gut-health,25-34,Man,Medium,None
U02127,,clean-label,35-44,Woman,Low,Pescatarian
U02128,,low-sugar,35-44,Man,Medium,None
U02129,casual,low-sugar,18-24,Man,Medium,Jain
U02130,casual,gut-health,18-24,Man,Medium,None
U02131,,protein,55+,Man,High,None
U02132,casual,plant-based,25-34,Woman,High,None
U02133,budget,protein,35-44,Man,Medium,None
U02134,premium,gut-health,25-34,Non-binary,High,None
U02135,fitness,gut-health,18-24,Woman,Medium,Vegetarian
U02136,premium,protein,35-44,Man,Medium,None
U02137,premium,clean-label,45-54,Man,Medium,None
U02138,fitness,clean-label,18-24,Man,Medium,Jain
U02139,premium,gut-health,18-24,Woman,Medium,Halal
U02140,casual,plant-based,35-44,Man,High,None
U02141,premium,clean-label,45-54,Man,Medium,None
U02142,casual,low-sugar,25-34,Woman,Low,Vegan
U02143,fitness,protein,18-24,Woman,High,Vegetarian
U02144,premium,gut-health,25-34,Man,Medium,None
U02145,fitness,plant-based,18-24,Woman,Medium,None
U02146,budget,low-sugar,35-44,Non-binary,Medium,None
U02147,budget,low-sugar,25-34,Woman,Medium,None
U02148,premium,clean-label,35-44,Man,Low,Vegetarian
U02149,budget,low-sugar,25-34,Woman,Medium,Halal
U02150,budget,plant-based,25-34,Woman,Medium,Vegan
U02151,casual,gut-health,25-34,Woman,Low,Pescatarian
U02152,fitness,protein,18-24,Man,High,Jain
U02153,fitness,low-sugar,25-34,Woman,High,None
U02154,premium,protein,35-44,Man,Medium,Vegetarian
U02155,casual,clean-label,45-54,Man,Medium,None
U02156,budget,gut-health,45-54,Woman,High,None
U02157,budget,gut-health,35-44,Man,High,None
U02158,premium,low-sugar,25-34,Woman,Low,Vegan
U02159,premium,protein,25-34,Woman,Low,Kosher
U02160,premium,protein,25-34,Woman,Low,Vegetarian
U02161,fitness,plant-based,55+,Woman,Low,None
U02162,budget,clean-label,25-34,Woman,Medium,None
U02163,budget,plant-based,25-34,Man,Medium,None
U02164,fitness,protein,35-44,Woman,Medium,None
U02165,premium,clean-label,18-24,Man,Medium,None
U02166,premium,protein,45-54,Man,Low,None
U02167,premium,protein,18-24,Woman,High,None
U02168,premium,clean-label,18-24,Non-binary,Medium,None
U02169,casual,clean-label,55+,Man,Low,None
U02170,premium,clean-label,18-24,Man,High,Vegan
U02171,casual,protein,18-24,Prefer not to say,Medium,None
U02172,fitness,low-sugar,18-24,Man,Low,Vegetarian
U02173,budget,gut-health,35-44,Woman,Medium,None
U02174,,low-sugar,18-24,Man,High,None
U02175,casual,low-sugar,18-24,Woman,Low,None
U02176,casual,clean-label,25-34,Man,High,None
U02177,premium,low-sugar,25-34,Woman,High,None
U02178,premium,protein,25-34,Man,High,None
U02179,,clean-label,25-34,Man,Medium,Halal
U02180,fitness,gut-health,25-34,Man,High,None
U02181,,low-sugar,35-44,Non-binary,Medium,None
U02182,casual,plant-based,35-44,Woman,Low,Kosher
U02183,budget,plant-based,35-44,Man,High,None
U02184,casual,plant-based,18-24,Man,Medium,Vegetarian
U02185,casual,plant-based,35-44,Man,Low,Vegan
U02186,premium,low-sugar,45-54,Woman,Medium,None
U02187,budget,gut-health,25-34,Woman,Low,None
U02188,budget,protein,45-54,Woman,Medium,Halal
U02189,premium,protein,35-44,Man,Low,None
U02190,premium,gut-health,25-34,Man,High,None
U02191,,clean-label,45-54,Man,Medium,Pescatarian
U02192,fitness,low-sugar,25-34,Woman,Medium,Kosher
U02193,budget,clean-label,18-24,Man,Medium,Vegetarian
U02194,budget,low-sugar,35-44,Man,Low,None
U02195,,gut-health,25-34,Woman,Medium,Vegan
U02196,budget,clean-label,18-24,Man,Medium,None
U02197,budget,plant-based,25-34,Non-binary,Low,None
U02198,casual,protein,55+,Man,High,Halal
U02199,fitness,low-sugar,18-24,Woman,High,None
U02200,premium,gut-health,25-34,Man,Medium,None
U02201,casual,clean-label,45-54,Man,Low,None
U02202,fitness,gut-health,45-54,Man,Medium,Vegan
U02203,casual,low-sugar,18-24,Woman,Medium,Jain
U02204,fitness,low-sugar,25-34,Man,High,Vegetarian
U02205,casual,clean-label,25-34,Woman,Low,None
U02206,budget,plant-based,25-34,Man,Medium,None
